year,model,female_coef,female_se,female_pvalue,r_squared,n_obs,controls
2013,M0,-0.17333270865566305,0.0015793168973342868,0.0,0.013628949299968607,871769,female
2013,M1,-0.23458057261372456,0.0013958623963651262,0.0,0.24328968336303247,871769,female + age + age_sq + C(race_ethnicity) + C(education_level)
2013,M2,-0.23313545066730798,0.0013830725730834784,0.0,0.25742057299644727,871769,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips)
2013,M3,-0.14178439233246867,0.0015469313300237964,0.0,0.3928588253775134,871769,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker)
2013,M4,-0.14766321438351357,0.0015554122931247846,0.0,0.39632477473673156,871769,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way
2013,M5,-0.15097849335741884,0.0016172041294893731,0.0,0.4005040905238072,871769,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5
2013,M6_reproductive,-0.11577301912273921,0.0018572807994752202,0.0,0.40176459120162444,871769,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
2013,M7_onet_context,-0.11692228721688415,0.0018695529295526198,0.0,0.4029333720450117,861836,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity
2013,M8_reproductive_x_job_context,-0.105276919799956,0.03809192659819694,0.005714087041052476,0.40380516876976025,861836,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity + female_x_recent_birth + female_x_own_child_under6 + female_x_recent_marriage + female_x_same_sex_couple_household + female_x_autonomy + female_x_job_rigidity + female_x_own_child_under6_x_job_rigidity
2014,M0,-0.16362585467782362,0.0015362389214437693,0.0,0.012969343822363588,863376,female
2014,M1,-0.2260157142666352,0.0013537918418472814,0.0,0.28134038036967846,863376,female + age + age_sq + C(race_ethnicity) + C(education_level)
2014,M2,-0.21356518813500366,0.0013537321670081621,0.0,0.29568419588943706,863376,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips)
2014,M3,-0.14449757977977407,0.00152000428498411,0.0,0.4802132854346379,863376,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker)
2014,M4,-0.15254679003326266,0.0015316475670296406,0.0,0.48121744409644596,863375,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way
2014,M5,-0.14939476919552996,0.0015871501595614212,0.0,0.48570738922218415,863375,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5
2014,M6_reproductive,-0.12834346283070364,0.0018247556456316945,0.0,0.4863756187371877,863375,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
2014,M7_onet_context,-0.12921096961482162,0.0018366276351347217,0.0,0.48742931174760484,854105,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity
2014,M8_reproductive_x_job_context,0.6992650912053094,0.03770797522247102,9.402351519219018e-77,0.48836584902728,854105,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity + female_x_recent_birth + female_x_own_child_under6 + female_x_recent_marriage + female_x_same_sex_couple_household + female_x_autonomy + female_x_job_rigidity + female_x_own_child_under6_x_job_rigidity
2015,M0,-0.1792350916791437,0.001581636727125373,0.0,0.014598322314957723,866850,female
2015,M1,-0.24203127077958078,0.0013906774165108155,0.0,0.25209100511995763,866850,female + age + age_sq + C(race_ethnicity) + C(education_level)
2015,M2,-0.24019587803304054,0.0013785966577286276,0.0,0.26540300636322,866850,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips)
2015,M3,-0.14535143704210357,0.0015291535751268642,0.0,0.4012922628312543,866850,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker)
2015,M4,-0.15006029370882673,0.0015367886335164837,0.0,0.40460349007788055,866850,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way
2015,M5,-0.15253951094721277,0.0015961521273278976,0.0,0.4089036170180881,866850,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5
2015,M6_reproductive,-0.11750822404426266,0.001834101195620194,0.0,0.4102049877506262,866850,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
2015,M7_onet_context,-0.1181678626806943,0.0018468712157080336,0.0,0.41117157115393765,856994,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity
2015,M8_reproductive_x_job_context,-0.10784595520294214,0.03766535352336162,0.00419307550966459,0.41213595796860525,856994,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity + female_x_recent_birth + female_x_own_child_under6 + female_x_recent_marriage + female_x_same_sex_couple_household + female_x_autonomy + female_x_job_rigidity + female_x_own_child_under6_x_job_rigidity
2016,M0,-0.17323983506006804,0.0015844014188321595,0.0,0.013584053775030136,868154,female
2016,M1,-0.2369134301135009,0.0013908491557426317,0.0,0.25363748914453177,868154,female + age + age_sq + C(race_ethnicity) + C(education_level)
2016,M2,-0.2349253329376758,0.001378977876191703,0.0,0.2666956692108715,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips)
2016,M3,-0.1384825079255767,0.0015231474404870334,0.0,0.40384002496700777,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker)
2016,M4,-0.14355833022136744,0.0015297648256502715,0.0,0.40730234150432754,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way
2016,M5,-0.1462559846311454,0.0015894350203233176,0.0,0.4119988403799084,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5
2016,M6_reproductive,-0.11027353261579399,0.0018257628832269925,0.0,0.4134290797385153,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
2016,M7_onet_context,-0.1108742820537155,0.0018383286712882717,0.0,0.41435674643738063,858333,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity
